molecule_chembl_id,pref_name,S_mchr1,S_mchr1_tierB,S_herg,selectivity_score,hit
CHEMBL1042,CHOLECALCIFEROL,0.1078,0.1304,0.1505,-0.0427,False
CHEMBL1200588,CLINDAMYCIN HYDROCHLORIDE,0.1402,0.1667,0.1829,-0.0427,False
CHEMBL507674,CEFOPERAZONE,0.1825,0.181,0.2254,-0.0428,False
CHEMBL1559,MICONAZOLE NITRATE,0.2041,0.2472,0.2469,-0.0428,False
CHEMBL920,CHOLINE,0.0625,0.0893,0.1053,-0.0428,False
CHEMBL431,SPIRAPRIL,0.2105,0.2333,0.2533,-0.0428,False
CHEMBL403,SULBACTAM,0.1429,0.1622,0.1857,-0.0429,False
CHEMBL159,VINBLASTINE,0.1654,0.1818,0.2083,-0.0429,False
CHEMBL5315053,PEMETREXED MONOHYDRATE,0.1616,0.236,0.2045,-0.0429,False
CHEMBL931,HALOTHANE,0.0789,0.0857,0.122,-0.043,False
CHEMBL3989697,RIBOFLAVIN 5'-PHOSPHATE SODIUM,0.1753,0.1818,0.2184,-0.0431,False
CHEMBL5189739,BEROTRALSTAT,0.2222,0.3143,0.2653,-0.0431,False
CHEMBL1650559,PLAZOMICIN,0.1271,0.1485,0.1702,-0.0431,False
CHEMBL5314378,CASPOFUNGIN ACETATE,0.1724,0.1963,0.2156,-0.0432,False
CHEMBL2105941,AMOBARBITAL SODIUM,0.0978,0.1507,0.141,-0.0432,False
CHEMBL2146063,CHLORTETRACYCLINE HYDROCHLORIDE,0.1346,0.1758,0.1778,-0.0432,False
CHEMBL846,CALCITRIOL,0.1062,0.1321,0.1494,-0.0432,False
CHEMBL1213165,DOLUTEGRAVIR SODIUM,0.2381,0.25,0.2812,-0.0432,False
CHEMBL3544909,CALCIFEDIOL,0.1062,0.1359,0.1494,-0.0432,False
CHEMBL1357,SODIUM LACTATE,0.0857,0.1346,0.129,-0.0433,False
CHEMBL1201218,CEFAMANDOLE NAFATE FREE BASE,0.2105,0.2039,0.2538,-0.0433,False
CHEMBL1200664,POTASSIUM LACTATE,0.0857,0.1346,0.129,-0.0433,False
CHEMBL1286,LEVETIRACETAM,0.16,0.2667,0.2034,-0.0434,False
CHEMBL1201168,ISOCARBOXAZID,0.2105,0.2676,0.254,-0.0434,False
CHEMBL3989564,TOBRAMYCIN SULFATE,0.117,0.1183,0.1605,-0.0435,False
CHEMBL3989962,PEMETREXED TROMETHAMINE,0.1607,0.2277,0.2043,-0.0436,False
CHEMBL1908917,FLUCICLOVINE,0.1127,0.1587,0.1562,-0.0436,False
CHEMBL254468,FLUCICLOVINE F18,0.1127,0.1587,0.1562,-0.0436,False
CHEMBL225072,PEMETREXED,0.1633,0.2386,0.2069,-0.0436,False
CHEMBL1753,CLINDAMYCIN,0.1415,0.1685,0.1852,-0.0437,False
CHEMBL1397,POSACONAZOLE,0.2,0.2478,0.2437,-0.0437,False
CHEMBL3989919,FOSNETUPITANT CHLORIDE HYDROCHLORIDE,0.1966,0.27,0.2404,-0.0438,False
CHEMBL1200600,FLUOROMETHOLONE,0.1649,0.1667,0.2088,-0.0438,False
CHEMBL1370,BUDESONIDE,0.1293,0.1667,0.1731,-0.0438,False
CHEMBL252556,IDEBENONE,0.1447,0.169,0.1887,-0.0439,False
CHEMBL404520,CHLORTETRACYCLINE,0.1359,0.1778,0.1798,-0.0439,False
CHEMBL3991065,ATOGEPANT,0.1833,0.213,0.2273,-0.0439,False
CHEMBL2103741,LEVOTHYROXINE SODIUM,0.1379,0.1647,0.1818,-0.0439,False
CHEMBL3545058,DEXTROTHYROXINE SODIUM,0.1379,0.1647,0.1818,-0.0439,False
CHEMBL444,BARBITAL,0.1014,0.1186,0.1455,-0.044,False
CHEMBL3989928,REZAFUNGIN ACETATE,0.1594,0.2119,0.2034,-0.044,False
CHEMBL1040,CALCIFEDIOL ANHYDROUS,0.1071,0.1333,0.1512,-0.044,False
CHEMBL1323,DARUNAVIR,0.1852,0.2059,0.2292,-0.044,False
CHEMBL1200666,CALCIPOTRIENE,0.1019,0.1348,0.1458,-0.044,False
CHEMBL2105740,SITAXENTAN SODIUM,0.16,0.2277,0.2041,-0.0441,False
CHEMBL1201093,METHYL AMINOLEVULINATE HYDROCHLORIDE,0.1324,0.1455,0.1765,-0.0441,False
CHEMBL1201239,IODAMIDE,0.1358,0.1781,0.18,-0.0442,False
CHEMBL1200944,SULBACTAM SODIUM,0.125,0.1429,0.1692,-0.0442,False
CHEMBL1201081,METHYLPREDNISOLONE SODIUM SUCCINATE,0.1481,0.1531,0.1923,-0.0442,False
CHEMBL1200922,MEBUTAMATE,0.1282,0.1594,0.1724,-0.0442,False
CHEMBL3188576,DIHYDROSTREPTOMYCIN SULFATE,0.1238,0.1188,0.168,-0.0442,False
CHEMBL2403238,CABOTEGRAVIR,0.2353,0.2472,0.2796,-0.0443,False
CHEMBL1200570,MEGLUMINE,0.0986,0.1231,0.1429,-0.0443,False
CHEMBL2325741,CAPIVASERTIB,0.1981,0.2273,0.2424,-0.0443,False
CHEMBL1200826,LITHIUM CARBONATE,0.0556,0.0769,0.1,-0.0444,False
CHEMBL1200790,METHYPRYLON,0.1351,0.1429,0.1795,-0.0444,False
CHEMBL114,SAQUINAVIR,0.1967,0.2281,0.2411,-0.0444,False
CHEMBL1200736,MAGNESIUM CARBONATE,0.0556,0.0769,0.1,-0.0444,False
CHEMBL1201146,NORETHINDRONE ACETATE,0.1354,0.163,0.1798,-0.0444,False
CHEMBL1201155,LOXAPINE SUCCINATE,0.2529,0.3375,0.2973,-0.0444,False
CHEMBL186314,SODIUM CARBONATE,0.0556,0.0862,0.1,-0.0444,False
CHEMBL1229211,DOLUTEGRAVIR,0.2427,0.2697,0.2872,-0.0445,False
CHEMBL1355736,THEOPHYLLINE,0.1467,0.1739,0.1912,-0.0445,False
CHEMBL2348780,VAMOROLONE,0.1443,0.1758,0.1889,-0.0446,False
CHEMBL863,CYSTEINE,0.087,0.1207,0.1316,-0.0446,False
CHEMBL690,PRAVASTATIN SODIUM,0.1238,0.1531,0.1684,-0.0446,False
CHEMBL746,NEDOCROMIL,0.2022,0.1975,0.2469,-0.0447,False
CHEMBL1201118,CEFMETAZOLE SODIUM,0.1351,0.1653,0.1799,-0.0447,False
CHEMBL1200747,AMMONIUM LACTATE,0.0952,0.1458,0.14,-0.0448,False
CHEMBL1096562,METHYL AMINOLEVULINATE,0.1343,0.1481,0.1791,-0.0448,False
CHEMBL1200865,LOTEPREDNOL ETABONATE,0.1415,0.1622,0.1863,-0.0448,False
CHEMBL407,FLUMAZENIL,0.2472,0.2674,0.2921,-0.0449,False
CHEMBL1446,KANAMYCIN SULFATE,0.1196,0.1209,0.1646,-0.045,False
CHEMBL1770248,ERTUGLIFLOZIN,0.1828,0.2258,0.2278,-0.0451,False
CHEMBL1201265,METHYLPREDNISOLONE HEMISUCCINATE,0.1509,0.1562,0.1961,-0.0451,False
CHEMBL345714,ACIPIMOX,0.1351,0.2,0.1803,-0.0452,False
CHEMBL2063090,GRAZOPREVIR ANHYDROUS,0.1691,0.2143,0.2143,-0.0452,False
CHEMBL1083659,SUVOREXANT,0.2178,0.2784,0.2632,-0.0453,False
CHEMBL1201014,PREDNISOLONE SODIUM PHOSPHATE,0.1569,0.163,0.2021,-0.0453,False
CHEMBL1983268,ENTRECTINIB,0.2476,0.3125,0.2929,-0.0453,False
CHEMBL501849,SIMEPREVIR,0.1786,0.2097,0.2239,-0.0453,False
CHEMBL105,MITOMYCIN,0.1474,0.1556,0.1928,-0.0454,False
CHEMBL1449,TICARCILLIN,0.1569,0.17,0.2024,-0.0455,False
CHEMBL1200531,ALFENTANIL HYDROCHLORIDE,0.2283,0.2527,0.2738,-0.0455,False
CHEMBL1200454,VALGANCICLOVIR HYDROCHLORIDE,0.1327,0.2027,0.1782,-0.0456,False
CHEMBL962,EPOPROSTENOL SODIUM,0.1308,0.1505,0.1765,-0.0456,False
CHEMBL2336071,SIPONIMOD,0.2308,0.25,0.2766,-0.0458,False
CHEMBL1144,PRAVASTATIN,0.1262,0.1569,0.172,-0.0458,False
CHEMBL600,ACETYLCYSTEINE,0.1111,0.1636,0.1569,-0.0458,False
CHEMBL1166,ARGATROBAN,0.1651,0.26,0.211,-0.0459,False
CHEMBL1607480,OXYTETRACYCLINE HYDROCHLORIDE,0.1359,0.1556,0.1818,-0.0459,False
CHEMBL3545367,LEMBOREXANT,0.2041,0.2644,0.25,-0.0459,False
CHEMBL3187723,BINIMETINIB,0.181,0.2184,0.2268,-0.0459,False
CHEMBL5315054,ERTUGLIFLOZIN PIDOLATE,0.1835,0.2255,0.2294,-0.0459,False
CHEMBL1697744,ERDOSTEINE,0.1566,0.1852,0.2025,-0.0459,False
CHEMBL116,AMPRENAVIR,0.1959,0.2292,0.2418,-0.0459,False
CHEMBL1201231,PREDNISOLONE PHOSPHORIC ACID,0.1584,0.1648,0.2043,-0.0459,False
CHEMBL787,MONTELUKAST,0.1696,0.2353,0.2157,-0.046,False
CHEMBL1572,NETILMICIN,0.1273,0.1304,0.1732,-0.046,False
CHEMBL1201314,VALGANCICLOVIR,0.134,0.1892,0.18,-0.046,False
CHEMBL198362,RIVAROXABAN,0.1935,0.2396,0.2396,-0.046,False
CHEMBL435,HYDROCHLOROTHIAZIDE,0.1099,0.1343,0.1558,-0.046,False
CHEMBL1554,DACTINOMYCIN,0.1732,0.188,0.2193,-0.0461,False
CHEMBL1059,PREGABALIN,0.1127,0.1452,0.1587,-0.0461,False
CHEMBL1200559,LACTIC ACID,0.0968,0.1489,0.1429,-0.0461,False
CHEMBL1200932,IOPAMIDOL,0.1341,0.1948,0.1803,-0.0462,False
CHEMBL3989715,MUPIROCIN CALCIUM,0.1062,0.1429,0.1524,-0.0462,False
CHEMBL1200976,IDARUBICIN HYDROCHLORIDE,0.1538,0.1827,0.2,-0.0462,False
CHEMBL1201112,NELARABINE,0.1585,0.1765,0.2048,-0.0463,False
CHEMBL3989945,REZAFUNGIN,0.1642,0.2193,0.2105,-0.0463,False
CHEMBL2106825,MEDROGESTONE,0.1429,0.175,0.1892,-0.0463,False
CHEMBL1616046,HYPOCHLOROUS ACID,0.037,0.0556,0.0833,-0.0463,False
CHEMBL634,ALFENTANIL,0.2308,0.2556,0.2771,-0.0463,False
CHEMBL3286830,LORLATINIB,0.1923,0.2143,0.2386,-0.0463,False
CHEMBL1200340,OSELTAMIVIR PHOSPHATE,0.1758,0.2022,0.2222,-0.0464,False
CHEMBL1200434,OXTRIPHYLLINE,0.1463,0.1875,0.1928,-0.0464,False
CHEMBL4298128,ELEXACAFTOR,0.1721,0.2087,0.2185,-0.0464,False
CHEMBL1117,IDARUBICIN,0.1553,0.1845,0.2018,-0.0464,False
CHEMBL2220442,FLUVASTATIN,0.1789,0.2222,0.2255,-0.0465,False
CHEMBL3988900,ZINC OXIDE,0.0,0.0217,0.0465,-0.0465,False
CHEMBL1095097,EPLERENONE,0.1471,0.1714,0.1935,-0.0465,False
CHEMBL2105842,CORTIVAZOL,0.1875,0.1913,0.2342,-0.0467,False
CHEMBL1517,OXYTETRACYCLINE,0.1373,0.1573,0.1839,-0.0467,False
CHEMBL1512,FLUNISOLIDE,0.1333,0.1416,0.18,-0.0467,False
CHEMBL2311071,VINYL CHLORIDE,0.0333,0.0435,0.08,-0.0467,False
CHEMBL5315118,ILOPROST TROMETHAMINE,0.1121,0.17,0.1589,-0.0467,False
CHEMBL1233,CARISOPRODOL,0.1222,0.1644,0.169,-0.0468,False
CHEMBL21333,PRANLUKAST,0.2059,0.3059,0.2527,-0.0469,False
CHEMBL1261,CITRIC ACID,0.0882,0.1148,0.1351,-0.0469,False
CHEMBL2106660,ACEFYLLINE PIPERAZINE,0.2,0.2368,0.2469,-0.0469,False
CHEMBL1200627,PROPIOLACTONE,0.0986,0.1525,0.1455,-0.0469,False
CHEMBL545,ALCOHOL,0.0781,0.1081,0.125,-0.0469,False
CHEMBL1201006,PYRILAMINE MALEATE,0.3151,0.3014,0.3621,-0.047,False
CHEMBL1549,HYDROCORTISONE CYPIONATE,0.1509,0.1717,0.1979,-0.047,False
CHEMBL1201109,DESONIDE,0.1346,0.1522,0.1818,-0.0472,False
CHEMBL3544988,DAPRODUSTAT,0.2027,0.2078,0.25,-0.0473,False
CHEMBL3989694,OLANZAPINE PAMOATE,0.2,0.2474,0.2473,-0.0473,False
CHEMBL3989568,OXYTETRACYCLINE CALCIUM,0.1333,0.1522,0.1807,-0.0474,False
CHEMBL450,METHARBITAL,0.125,0.1406,0.1724,-0.0474,False
CHEMBL3833335,CHLORAL BETAINE,0.0972,0.12,0.1446,-0.0474,False
CHEMBL1372950,NICERGOLINE,0.1759,0.215,0.2233,-0.0474,False
CHEMBL3137333,ISAVUCONAZONIUM SULFATE,0.1583,0.2174,0.2057,-0.0474,False
CHEMBL2103929,LYMECYCLINE,0.1525,0.1869,0.2,-0.0475,False
CHEMBL5095051,VENLAFAXINE BESYLATE,0.2436,0.2558,0.2911,-0.0475,False
CHEMBL1558,PRAZOSIN HYDROCHLORIDE,0.2273,0.2637,0.275,-0.0477,False
CHEMBL719,MUPIROCIN,0.1091,0.1474,0.1569,-0.0478,False
CHEMBL450449,TRABECTEDIN,0.1364,0.1967,0.1842,-0.0478,False
CHEMBL129,ZIDOVUDINE,0.134,0.1628,0.1818,-0.0478,False
CHEMBL1463345,CANRENONE,0.1209,0.1368,0.1687,-0.0478,False
CHEMBL1364144,METHYLPREDNISOLONE ACETATE,0.1584,0.1648,0.2062,-0.0478,False
CHEMBL1152,PREDNISOLONE ACETATE,0.15,0.1596,0.1979,-0.0479,False
CHEMBL3182733,PRAMIPEXOLE DIHYDROCHLORIDE,0.1494,0.194,0.1974,-0.0479,False
CHEMBL3989740,DOXYCYCLINE HYCLATE,0.1402,0.1548,0.1881,-0.0479,False
CHEMBL1908370,FINAFLOXACIN,0.1619,0.193,0.21,-0.0481,False
CHEMBL2364612,LATANOPROSTENE BUNOD,0.1714,0.1942,0.2195,-0.0481,False
CHEMBL74632,MOXALACTAM,0.1607,0.1786,0.2088,-0.0481,False
CHEMBL1200764,METHACHOLINE CHLORIDE,0.0986,0.1404,0.1467,-0.0481,False
CHEMBL488,AMINOGLUTETHIMIDE,0.1519,0.1928,0.2,-0.0481,False
CHEMBL1615371,LEVOMEFOLATE CALCIUM,0.1776,0.2258,0.2258,-0.0482,False
CHEMBL426559,LAROPIPRANT,0.2211,0.2824,0.2692,-0.0482,False
CHEMBL1445,FLUOXYMESTERONE,0.1444,0.1724,0.1928,-0.0483,False
CHEMBL3989958,IVOSIDENIB,0.2017,0.25,0.25,-0.0483,False
CHEMBL454950,TETRACYCLINE HYDROCHLORIDE,0.1471,0.1685,0.1954,-0.0483,False
CHEMBL2,PRAZOSIN,0.2299,0.2667,0.2785,-0.0486,False
CHEMBL2105233,PROXIBARBAL,0.1084,0.125,0.1571,-0.0487,False
CHEMBL4458276,ENMETAZOBACTAM,0.1444,0.1848,0.1932,-0.0487,False
CHEMBL1909288,TRIACETYLDIPHENOLISATIN,0.1687,0.2105,0.2174,-0.0487,False
CHEMBL20,ACETAZOLAMIDE,0.1481,0.1558,0.197,-0.0488,False
CHEMBL1683544,ERIBULIN MESYLATE,0.0992,0.1377,0.1481,-0.0489,False
CHEMBL1201165,QUINESTROL,0.1828,0.1882,0.2317,-0.0489,False
CHEMBL1162,NORETHINDRONE,0.1319,0.1512,0.1807,-0.0489,False
CHEMBL2105613,DIVALPROEX SODIUM,0.1111,0.1515,0.16,-0.0489,False
CHEMBL1079604,METAXALONE,0.1818,0.2152,0.2308,-0.049,False
CHEMBL1201037,EFLORNITHINE HYDROCHLORIDE,0.1071,0.1408,0.1562,-0.0491,False
CHEMBL1200948,TRIMIPRAMINE MALEATE,0.2278,0.2571,0.2769,-0.0491,False
CHEMBL1399,ANASTROZOLE,0.2118,0.1644,0.2609,-0.0491,False
CHEMBL1440,TETRACYCLINE,0.1485,0.1705,0.1977,-0.0492,False
CHEMBL3833351,HYDROTALCITE,0.0533,0.0746,0.1026,-0.0492,False
CHEMBL1241951,LETERMOVIR,0.2252,0.3187,0.2745,-0.0493,False
CHEMBL1502,PANTOPRAZOLE,0.1848,0.2421,0.234,-0.0493,False
CHEMBL271227,ABIRATERONE ACETATE,0.2151,0.2444,0.2644,-0.0493,False
CHEMBL1183349,ISAVUCONAZONIUM,0.1654,0.2273,0.2148,-0.0494,False
CHEMBL2364638,UBROGEPANT,0.1864,0.2178,0.2358,-0.0494,False
CHEMBL1908315,GEMEPROST,0.1481,0.1562,0.1977,-0.0495,False
CHEMBL1929396,ANAGLIPTIN,0.19,0.2371,0.2396,-0.0496,False
CHEMBL1201065,THIAMYLAL SODIUM,0.1042,0.125,0.1538,-0.0497,False
CHEMBL301265,PRAMIPEXOLE,0.1529,0.2,0.2027,-0.0498,False
CHEMBL3989559,PANTOPRAZOLE SODIUM,0.1702,0.2396,0.22,-0.0498,False
CHEMBL1200910,SULFISOXAZOLE ACETYL,0.1579,0.1707,0.2078,-0.0499,False
CHEMBL513,CARMUSTINE,0.122,0.1636,0.1719,-0.0499,False
CHEMBL1201198,PEMIROLAST,0.1429,0.1951,0.1928,-0.0499,False
CHEMBL4594251,NETARSUDIL DIMESYLATE,0.2079,0.2551,0.2581,-0.0501,False
CHEMBL2105720,LESINURAD,0.2065,0.2386,0.2568,-0.0502,False
CHEMBL1200569,CAFFEINE CITRATE,0.1667,0.1899,0.2169,-0.0502,False
CHEMBL1006,AMIFOSTINE,0.1084,0.1538,0.1587,-0.0503,False
CHEMBL2105248,POTASSIUM BITARTRATE,0.0746,0.1,0.125,-0.0504,False
CHEMBL1398126,AMILORIDE HYDROCHLORIDE,0.119,0.197,0.1695,-0.0504,False
CHEMBL635,PREDNISONE,0.1474,0.1529,0.1978,-0.0504,False
CHEMBL1595,DIHYDROCODEINE,0.1895,0.2262,0.24,-0.0505,False
CHEMBL288470,AMINOPYRINE,0.1781,0.2203,0.2286,-0.0505,False
CHEMBL463,AMINOHIPPURIC ACID,0.2254,0.3333,0.2759,-0.0505,False
CHEMBL4297091,CODEINE SULFATE,0.1875,0.2135,0.2381,-0.0506,False
CHEMBL65375,TIPIRACIL HYDROCHLORIDE,0.1325,0.1746,0.1831,-0.0506,False
CHEMBL1201774,SAPROPTERIN,0.1412,0.1528,0.1918,-0.0506,False
CHEMBL1551,URSODIOL,0.129,0.1932,0.1798,-0.0507,False
CHEMBL3989798,FORMOTEROL FUMARATE,0.2069,0.2584,0.2576,-0.0507,False
CHEMBL240597,CHENODIOL,0.129,0.1932,0.1798,-0.0507,False
CHEMBL1200743,IOXAGLATE SODIUM,0.1089,0.1688,0.1596,-0.0507,False
CHEMBL842,CHLOROTHIAZIDE,0.0978,0.119,0.1486,-0.0508,False
CHEMBL1405,ESTRONE,0.1778,0.1905,0.2286,-0.0508,False
CHEMBL2364623,PLAZOMICIN SULFATE,0.124,0.1442,0.1748,-0.0509,False
CHEMBL1200991,CARBENICILLIN INDANYL SODIUM,0.1905,0.2316,0.2414,-0.0509,False
CHEMBL311498,CIANIDANOL,0.131,0.1714,0.1818,-0.0509,False
CHEMBL1200751,MERCAPTOPURINE,0.0741,0.1045,0.125,-0.0509,False
CHEMBL393220,ATORVASTATIN CALCIUM,0.2019,0.2716,0.2529,-0.051,False
CHEMBL569713,SCOPOLAMINE,0.2346,0.2143,0.2857,-0.0511,False
CHEMBL6068431,BENZGALANTAMINE GLUCONATE,0.1964,0.2404,0.2475,-0.0511,False
CHEMBL1200973,ESTRADIOL CYPIONATE,0.1684,0.2371,0.2195,-0.0511,False
CHEMBL553025,VINORELBINE,0.1556,0.1769,0.2069,-0.0513,False
CHEMBL215303,GARENOXACIN,0.1731,0.2039,0.2245,-0.0514,False
CHEMBL1084172,VILANTEROL TRIFENATATE,0.1754,0.2128,0.2268,-0.0514,False
CHEMBL539,ACETIC ACID,0.082,0.1224,0.1333,-0.0514,False
CHEMBL3989824,THIOTHIXENE HYDROCHLORIDE,0.1915,0.2211,0.2429,-0.0514,False
CHEMBL3989678,PIPERAZINE CITRATE,0.1127,0.1667,0.1642,-0.0515,False
CHEMBL1413,CICLOPIROX,0.1688,0.2273,0.2203,-0.0515,False
CHEMBL1009,LEVODOPA,0.16,0.2,0.2115,-0.0515,False
CHEMBL1200903,SECOBARBITAL SODIUM,0.1064,0.1282,0.1579,-0.0515,False
CHEMBL830,EFLORNITHINE,0.1098,0.1449,0.1613,-0.0515,False
CHEMBL7413,METHOHEXITAL,0.1023,0.1646,0.1538,-0.0516,False
CHEMBL4297378,DURLOBACTAM SODIUM,0.1395,0.1899,0.1912,-0.0516,False
CHEMBL235668,TIPIRACIL,0.1341,0.1774,0.1857,-0.0516,False
CHEMBL4594382,DEURUXOLITINIB PHOSPHATE,0.1667,0.1828,0.2184,-0.0517,False
CHEMBL264241,ANIDULAFUNGIN,0.1746,0.2336,0.2264,-0.0518,False
CHEMBL464,ETRETINATE,0.1705,0.2024,0.2222,-0.0518,False
CHEMBL1200477,ALLOPURINOL SODIUM,0.1316,0.1642,0.1833,-0.0518,False
CHEMBL6622,ISOSORBIDE DINITRATE,0.0909,0.1127,0.1429,-0.0519,False
CHEMBL3039526,LASMIDITAN SUCCINATE,0.2584,0.2903,0.3103,-0.0519,False
CHEMBL1201291,IOXAGLIC ACID,0.1111,0.1733,0.163,-0.0519,False
CHEMBL1200393,GREPAFLOXACIN HYDROCHLORIDE,0.1753,0.2826,0.2273,-0.052,False
CHEMBL3137310,BENZHYDROCODONE HYDROCHLORIDE,0.198,0.2444,0.25,-0.052,False
CHEMBL880,FAMCICLOVIR,0.1591,0.1954,0.2111,-0.052,False
CHEMBL4650319,MOBOCERTINIB,0.1913,0.2593,0.2435,-0.0522,False
CHEMBL2159122,ELUXADOLINE,0.2308,0.266,0.283,-0.0522,False
CHEMBL1951071,ARFORMOTEROL TARTRATE,0.2093,0.2614,0.2615,-0.0522,False
CHEMBL1200419,MOLINDONE HYDROCHLORIDE,0.1977,0.225,0.25,-0.0523,False
CHEMBL2218894,FLUVASTATIN SODIUM,0.1667,0.2222,0.219,-0.0524,False
CHEMBL4297666,OMIDENEPAG ISOPROPYL,0.1923,0.217,0.2447,-0.0524,False
CHEMBL2105611,TACALCITOL,0.1089,0.1296,0.1613,-0.0524,False
CHEMBL3990694,PIPERAZINE CITRATE ANHYDROUS,0.1143,0.1695,0.1667,-0.0524,False
CHEMBL554,LAPATINIB,0.1875,0.2456,0.24,-0.0525,False
CHEMBL3137321,BENZHYDROCODONE,0.2,0.2472,0.2526,-0.0526,False
CHEMBL2364607,COBIMETINIB FUMARATE,0.1553,0.1981,0.2079,-0.0526,False
CHEMBL857,BIOTIN,0.1205,0.1549,0.1731,-0.0526,False
CHEMBL1200850,GANCICLOVIR SODIUM,0.1163,0.1746,0.169,-0.0527,False
CHEMBL957,BOSENTAN,0.1919,0.2418,0.2447,-0.0528,False
CHEMBL1201098,CEFOTETAN DISODIUM,0.1316,0.1441,0.1844,-0.0528,False
CHEMBL1646,INDOCYANINE GREEN,0.1429,0.1636,0.1957,-0.0528,False
CHEMBL583,GREPAFLOXACIN,0.1771,0.2857,0.2299,-0.0528,False
CHEMBL1387,NORETHYNODREL,0.1158,0.1529,0.1687,-0.0529,False
CHEMBL4298137,DURLOBACTAM,0.1412,0.1786,0.194,-0.0529,False
CHEMBL547,ISOTRETINOIN,0.1136,0.1609,0.1667,-0.053,False
CHEMBL4298139,SERDEXMETHYLPHENIDATE CHLORIDE,0.2178,0.2604,0.2708,-0.053,False
CHEMBL705,ALITRETINOIN,0.1136,0.1609,0.1667,-0.053,False
CHEMBL38,TRETINOIN,0.1136,0.1609,0.1667,-0.053,False
CHEMBL1201766,FOSPROPOFOL,0.16,0.2344,0.2131,-0.0531,False
CHEMBL3989937,CAPMATINIB HYDROCHLORIDE,0.1887,0.2929,0.2418,-0.0531,False
CHEMBL4582651,PRALSETINIB,0.1897,0.233,0.2427,-0.0531,False
CHEMBL1200386,PREDNICARBATE,0.1296,0.1545,0.1827,-0.0531,False
CHEMBL1200863,MELPHALAN HYDROCHLORIDE,0.175,0.25,0.2281,-0.0531,False
CHEMBL4594250,NETARSUDIL,0.2165,0.266,0.2697,-0.0532,False
CHEMBL3989829,NETILMICIN SULFATE,0.1327,0.1351,0.186,-0.0533,False
CHEMBL1511957,PIPERIDOLATE HYDROCHLORIDE,0.2703,0.2875,0.3235,-0.0533,False
CHEMBL74,CROMOLYN SODIUM,0.2346,0.2763,0.2879,-0.0533,False
CHEMBL945,AMILORIDE,0.122,0.2031,0.1754,-0.0535,False
CHEMBL1201220,DIATRIZOIC ACID,0.137,0.1594,0.1905,-0.0535,False
CHEMBL460,MOLINDONE,0.2,0.2278,0.2535,-0.0535,False
CHEMBL231813,TELAPREVIR,0.1667,0.1949,0.2202,-0.0535,False
CHEMBL3990047,OZENOXACIN,0.1875,0.2667,0.241,-0.0535,False
CHEMBL575,METHICILLIN,0.1932,0.2535,0.2468,-0.0536,False
CHEMBL1773,CAPECITABINE,0.1881,0.2169,0.2418,-0.0536,False
CHEMBL218394,BOCEPREVIR,0.1402,0.1616,0.1939,-0.0537,False
CHEMBL3183451,GARENOXACIN MESYLATE,0.1696,0.1964,0.2233,-0.0537,False
CHEMBL808,ECONAZOLE,0.2088,0.2658,0.2625,-0.0537,False
CHEMBL4301162,SERDEXMETHYLPHENIDATE,0.22,0.2632,0.2737,-0.0537,False
CHEMBL1257,ENFLURANE,0.061,0.0822,0.1148,-0.0538,False
CHEMBL2107333,DIMETHYL FUMARATE,0.1053,0.1509,0.1591,-0.0538,False
CHEMBL1256987,FUSIDATE SODIUM,0.1193,0.1404,0.1731,-0.0538,False
CHEMBL1256,ISOFLURANE,0.061,0.0968,0.1148,-0.0538,False
CHEMBL5095056,BENZGALANTAMINE,0.202,0.25,0.2558,-0.0538,False
CHEMBL5095401,IPTACOPAN HYDROCHLORIDE,0.2075,0.2747,0.2614,-0.0538,False
CHEMBL1596,CARBENICILLIN INDANYL,0.1961,0.2391,0.25,-0.0539,False
CHEMBL3989917,FOSNETUPITANT,0.1864,0.27,0.2404,-0.0539,False
CHEMBL3989716,PROPOXYPHENE NAPSYLATE,0.2418,0.2593,0.2958,-0.054,False
CHEMBL5315119,UPADACITINIB HEMIHYDRATE,0.1837,0.2165,0.2376,-0.054,False
CHEMBL1487,ATORVASTATIN,0.2079,0.2821,0.2619,-0.054,False
CHEMBL56021,LEVACETYLLEUCINE,0.1233,0.1818,0.1774,-0.0541,False
CHEMBL298734,LONAFARNIB,0.2316,0.2588,0.2857,-0.0541,False
CHEMBL2216870,IDELALISIB,0.1731,0.2151,0.2273,-0.0542,False
CHEMBL53292,ISOXICAM,0.1667,0.2045,0.2209,-0.0543,False
CHEMBL866,MYCOPHENOLIC ACID,0.1304,0.1609,0.1848,-0.0543,False
CHEMBL1905872,DOCUSATE SODIUM,0.129,0.1235,0.1833,-0.0543,False
CHEMBL1201,THIOTHIXENE,0.1957,0.2245,0.25,-0.0543,False
CHEMBL1201018,CEFACLOR,0.2022,0.2073,0.2566,-0.0544,False
CHEMBL680,CEFACLOR ANHYDROUS,0.2045,0.2099,0.2589,-0.0544,False
CHEMBL1623992,PIPERIDOLATE,0.274,0.2911,0.3284,-0.0544,False
CHEMBL3622821,UPADACITINIB,0.1856,0.2188,0.24,-0.0544,False
CHEMBL1544,LIOTHYRONINE,0.15,0.1918,0.2045,-0.0545,False
CHEMBL1201777,TAPENTADOL HYDROCHLORIDE,0.2,0.2344,0.2545,-0.0545,False
CHEMBL3989516,FOSTAMATINIB DISODIUM,0.177,0.1881,0.2315,-0.0545,False
CHEMBL1237065,TRAMADOL HYDROCHLORIDE,0.2105,0.2917,0.2651,-0.0545,False
