molecule_chembl_id,pref_name,S_mchr1,S_mchr1_tierB,S_herg,selectivity_score,hit
CHEMBL2356023,DIHYDROTACHYSTEROL,0.102,0.1463,0.1839,-0.0819,False
CHEMBL2364609,ESKETAMINE HYDROCHLORIDE,0.15,0.2083,0.2319,-0.0819,False
CHEMBL4303060,MELPHALAN FLUFENAMIDE,0.1789,0.2609,0.2609,-0.0819,False
CHEMBL1714,KETAMINE HYDROCHLORIDE,0.15,0.2083,0.2319,-0.0819,False
CHEMBL814,FLUVOXAMINE,0.1613,0.2778,0.2432,-0.082,False
CHEMBL1200425,PARGYLINE HYDROCHLORIDE,0.2143,0.2667,0.2963,-0.082,False
CHEMBL4594292,TEPOTINIB HYDROCHLORIDE,0.2222,0.3163,0.3043,-0.0821,False
CHEMBL3707224,SOFPIRONIUM,0.1818,0.2184,0.2639,-0.0821,False
CHEMBL1626570,HEXOCYCLIUM METHYLSULFATE,0.2195,0.2414,0.3016,-0.0821,False
CHEMBL1908847,SPARTEINE,0.1304,0.1833,0.2128,-0.0823,False
CHEMBL1078178,MOMELOTINIB,0.2198,0.3059,0.3021,-0.0823,False
CHEMBL592,LEVORPHANOL,0.1786,0.2208,0.2609,-0.0823,False
CHEMBL734,ACETOHYDROXAMIC ACID,0.1111,0.1321,0.1935,-0.0824,False
CHEMBL766,CILASTATIN,0.1058,0.1538,0.1882,-0.0825,False
CHEMBL3989728,MENADIOL SODIUM DIPHOSPHATE,0.125,0.197,0.2075,-0.0825,False
CHEMBL861,MEPHENYTOIN,0.1733,0.2029,0.2558,-0.0825,False
CHEMBL946,AZATADINE,0.175,0.2222,0.2576,-0.0826,False
CHEMBL1200582,AMINOLEVULINIC ACID HYDROCHLORIDE,0.0938,0.1304,0.1765,-0.0827,False
CHEMBL1201161,MAFENIDE ACETATE,0.1622,0.2979,0.2449,-0.0827,False
CHEMBL190461,CANNABIDIOL,0.1494,0.1772,0.2321,-0.0827,False
CHEMBL5314373,"CEFPROZIL, (E)-",0.1589,0.1798,0.2417,-0.0828,False
CHEMBL1770,LEVAMISOLE HYDROCHLORIDE,0.1579,0.2188,0.2407,-0.0828,False
CHEMBL1201005,CEFONICID SODIUM,0.1864,0.1852,0.2692,-0.0828,False
CHEMBL1184,ACETYLCHOLINE CHLORIDE,0.0972,0.1739,0.18,-0.0828,False
CHEMBL1493,FLAVOXATE,0.2651,0.3377,0.3478,-0.0828,False
CHEMBL990,BUTENAFINE,0.1899,0.2687,0.2727,-0.0829,False
CHEMBL3989410,INDOMETHACIN SODIUM,0.2045,0.266,0.2875,-0.083,False
CHEMBL1228,OXYPHENBUTAZONE ANHYDROUS,0.2133,0.2419,0.2963,-0.083,False
CHEMBL1768,BETHANECHOL CHLORIDE,0.0972,0.1429,0.1803,-0.0831,False
CHEMBL2068724,ACAMPROSATE CALCIUM,0.12,0.16,0.2031,-0.0831,False
CHEMBL404108,LUMIRACOXIB,0.1778,0.236,0.2609,-0.0831,False
CHEMBL3402762,TEPOTINIB,0.2245,0.3196,0.3077,-0.0832,False
CHEMBL1571863,ISOCONAZOLE,0.2043,0.2593,0.2875,-0.0832,False
CHEMBL1070,NABUMETONE,0.25,0.4074,0.3333,-0.0833,False
CHEMBL276568,"CEFPROZIL ANHYDROUS, (E)-",0.1604,0.1818,0.2437,-0.0833,False
CHEMBL1078261,PROPIVERINE,0.25,0.2857,0.3333,-0.0833,False
CHEMBL1200963,BIMATOPROST,0.1735,0.2471,0.2568,-0.0833,False
CHEMBL3646221,VADADUSTAT,0.2125,0.3385,0.2958,-0.0833,False
CHEMBL1201150,SUMATRIPTAN SUCCINATE,0.1667,0.2442,0.25,-0.0833,False
CHEMBL1104,EDROPHONIUM,0.125,0.1594,0.2083,-0.0833,False
CHEMBL742,KETAMINE,0.1519,0.2113,0.2353,-0.0834,False
CHEMBL291657,CRINECERFONT,0.1532,0.2035,0.2366,-0.0834,False
CHEMBL395091,ESKETAMINE,0.1519,0.2113,0.2353,-0.0834,False
CHEMBL5314377,GANIRELIX ACETATE,0.1722,0.2535,0.2557,-0.0835,False
CHEMBL797,PHENSUXIMIDE,0.1818,0.2321,0.2653,-0.0835,False
CHEMBL1200969,DUTASTERIDE,0.2143,0.2432,0.2979,-0.0836,False
CHEMBL1414320,SUXIBUZONE,0.1744,0.2025,0.2581,-0.0836,False
CHEMBL1615439,PHENDIMETRAZINE,0.1795,0.2295,0.2632,-0.0837,False
CHEMBL2079793,PENCICLOVIR SODIUM,0.1047,0.1587,0.1884,-0.0838,False
CHEMBL465,DRONABINOL,0.14,0.1786,0.2239,-0.0839,False
CHEMBL3544914,TEZACAFTOR,0.1636,0.2182,0.2475,-0.0839,False
CHEMBL1568698,GANAXOLONE,0.1294,0.1566,0.2133,-0.0839,False
CHEMBL529888,GLIBORNURIDE,0.1628,0.2317,0.2468,-0.084,False
CHEMBL278020,NEOSTIGMINE,0.1622,0.2344,0.2464,-0.0842,False
CHEMBL1200887,TRIMETHOBENZAMIDE HYDROCHLORIDE,0.2716,0.4,0.3559,-0.0843,False
CHEMBL1200854,FLUPHENAZINE DECANOATE,0.2308,0.2809,0.3151,-0.0843,False
CHEMBL776,METAPROTERENOL,0.1233,0.209,0.2075,-0.0843,False
CHEMBL1200951,FLUPHENAZINE ENANTHATE,0.2308,0.2809,0.3151,-0.0843,False
CHEMBL820,BUSULFAN,0.1017,0.1356,0.186,-0.0844,False
CHEMBL1200629,VECURONIUM BROMIDE,0.1176,0.1652,0.202,-0.0844,False
CHEMBL1200461,MIDODRINE HYDROCHLORIDE,0.2125,0.2714,0.2969,-0.0844,False
CHEMBL673,PARGYLINE,0.2174,0.2712,0.3019,-0.0845,False
CHEMBL2106155,ENCAINIDE HYDROCHLORIDE,0.2716,0.411,0.3562,-0.0846,False
CHEMBL692,GLYCERIN,0.082,0.0833,0.1667,-0.0847,False
CHEMBL3137301,SACUBITRIL,0.1818,0.2754,0.2667,-0.0848,False
CHEMBL829,METHYLPROMAZINE,0.2055,0.2419,0.2903,-0.0848,False
CHEMBL1094,FELBAMATE,0.1831,0.2459,0.2679,-0.0848,False
CHEMBL601,AMINOLEVULINIC ACID,0.0952,0.1333,0.18,-0.0848,False
CHEMBL588,FENOLDOPAM,0.1264,0.2254,0.2113,-0.0848,False
CHEMBL1200763,IODOHIPPURATE SODIUM I 131,0.1558,0.2222,0.2407,-0.0849,False
CHEMBL1471,APREPITANT,0.2336,0.2717,0.3187,-0.085,False
CHEMBL984,MIVACURIUM CHLORIDE,0.165,0.1957,0.25,-0.085,False
CHEMBL2103827,DROXIDOPA,0.1264,0.1791,0.2115,-0.0851,False
CHEMBL1200907,TRILOSTANE,0.1053,0.1789,0.1905,-0.0852,False
CHEMBL90593,PRASTERONE,0.1446,0.15,0.2297,-0.0852,False
CHEMBL1722,METHYLPHENIDATE HYDROCHLORIDE,0.2162,0.2687,0.3014,-0.0852,False
CHEMBL904,DEXMETHYLPHENIDATE HYDROCHLORIDE,0.2162,0.2687,0.3014,-0.0852,False
CHEMBL1454,LEVAMISOLE,0.16,0.2222,0.2453,-0.0853,False
CHEMBL1201219,VECURONIUM,0.1188,0.1667,0.2041,-0.0853,False
CHEMBL1908377,PYRVINIUM PAMOATE,0.1455,0.1863,0.2308,-0.0853,False
CHEMBL1237119,TREPROSTINIL,0.1616,0.1979,0.2469,-0.0853,False
CHEMBL1208,CINOXACIN,0.1852,0.2692,0.2706,-0.0854,False
CHEMBL167731,PIXANTRONE,0.1236,0.1818,0.209,-0.0854,False
CHEMBL1201067,BIPERIDEN LACTATE,0.2289,0.2821,0.3143,-0.0854,False
CHEMBL1018,DIENESTROL,0.1061,0.1489,0.1915,-0.0854,False
CHEMBL70246,ACEFYLLINE,0.1646,0.194,0.25,-0.0854,False
CHEMBL2368924,DOLASETRON MESYLATE,0.1717,0.2022,0.2571,-0.0854,False
CHEMBL953,ENTACAPONE,0.1333,0.2247,0.2188,-0.0854,False
CHEMBL192,SILDENAFIL,0.1881,0.2151,0.2737,-0.0856,False
CHEMBL1200906,OXYPHENONIUM BROMIDE,0.1829,0.2195,0.2687,-0.0857,False
CHEMBL1474889,CLOBUTINOL,0.2083,0.2586,0.2941,-0.0858,False
CHEMBL1239,BENZYL BENZOATE,0.2121,0.2963,0.2979,-0.0858,False
CHEMBL19299,LOXOPROFEN,0.2073,0.2568,0.2931,-0.0858,False
CHEMBL1200817,LEVOMETHADYL ACETATE HYDROCHLORIDE,0.1852,0.2239,0.2712,-0.086,False
CHEMBL1360,ATRACURIUM,0.1979,0.25,0.284,-0.086,False
CHEMBL1201248,CISATRACURIUM,0.1979,0.25,0.284,-0.086,False
CHEMBL925,TYROSINE,0.1493,0.2041,0.2353,-0.086,False
CHEMBL1200439,IODOHIPPURATE SODIUM I 123,0.1325,0.2063,0.2188,-0.0862,False
CHEMBL119423,TISOPURINE,0.0933,0.1176,0.1795,-0.0862,False
CHEMBL3989514,IRINOTECAN HYDROCHLORIDE,0.1982,0.2768,0.2844,-0.0862,False
CHEMBL3545181,TIOTROPIUM BROMIDE,0.1538,0.1852,0.24,-0.0862,False
CHEMBL515606,CILAZAPRIL,0.2326,0.2778,0.3188,-0.0863,False
CHEMBL2110636,BUNAMIODYL,0.1319,0.2329,0.2182,-0.0863,False
CHEMBL2107817,AVIBACTAM SODIUM,0.1358,0.1918,0.2222,-0.0864,False
CHEMBL976,PRAZIQUANTEL,0.2469,0.2468,0.3333,-0.0864,False
CHEMBL1201293,ACAMPROSATE,0.1233,0.1803,0.2097,-0.0864,False
CHEMBL1201212,MIDODRINE,0.2152,0.2754,0.3016,-0.0864,False
CHEMBL802,MINOXIDIL,0.1375,0.2286,0.2239,-0.0864,False
CHEMBL1182833,MIVACURIUM,0.1667,0.1978,0.2532,-0.0865,False
CHEMBL121,ROSIGLITAZONE,0.2414,0.2639,0.3279,-0.0865,False
CHEMBL597,PHENTOLAMINE,0.1529,0.2317,0.2394,-0.0865,False
CHEMBL1200482,CEFOPERAZONE SODIUM,0.1705,0.178,0.2571,-0.0866,False
CHEMBL6,INDOMETHACIN,0.2118,0.2747,0.2987,-0.0869,False
CHEMBL3349607,PASIREOTIDE,0.2167,0.2746,0.3037,-0.087,False
CHEMBL1685,DEZOCINE,0.1481,0.1806,0.2353,-0.0871,False
CHEMBL1201256,TRIMETHOBENZAMIDE,0.275,0.4062,0.3621,-0.0871,False
CHEMBL578,ENALAPRIL,0.2262,0.2821,0.3134,-0.0872,False
CHEMBL556,DEFEROXAMINE,0.1294,0.1571,0.2167,-0.0873,False
CHEMBL2104136,CLOMACRAN PHOSPHATE,0.1905,0.2405,0.2778,-0.0873,False
CHEMBL3707313,TRIFAROTENE,0.2222,0.3467,0.3095,-0.0873,False
CHEMBL4297603,DEUTIVACAFTOR,0.1515,0.1848,0.2388,-0.0873,False
CHEMBL1200515,DESERPIDINE,0.1818,0.2255,0.2692,-0.0874,False
CHEMBL1201286,OXYPHENONIUM,0.1852,0.2222,0.2727,-0.0875,False
CHEMBL1725,IOPROMIDE,0.1277,0.1778,0.2152,-0.0875,False
CHEMBL4297065,SPINOSAD,0.1154,0.1343,0.2029,-0.0875,False
CHEMBL139877,SULFACARBAMIDE,0.1268,0.1667,0.2143,-0.0875,False
CHEMBL17,DICHLORPHENAMIDE,0.0976,0.1486,0.1852,-0.0876,False
CHEMBL1412,PIPERAZINE,0.0862,0.102,0.1739,-0.0877,False
CHEMBL398707,HYDROMORPHONE,0.1935,0.2,0.2812,-0.0877,False
CHEMBL19490,ZOMEPIRAC,0.2105,0.2923,0.2982,-0.0877,False
CHEMBL3301594,FOSTEMSAVIR,0.198,0.2292,0.2857,-0.0877,False
CHEMBL106258,AMINOREX,0.1579,0.2,0.2456,-0.0877,False
CHEMBL996,CEFOXITIN,0.165,0.2211,0.2529,-0.0878,False
CHEMBL667,ACETYLCHOLINE,0.0959,0.1765,0.1837,-0.0878,False
CHEMBL712,ANISINDIONE,0.2063,0.2545,0.2941,-0.0878,False
CHEMBL61,PODOFILOX,0.1798,0.2469,0.2676,-0.0878,False
CHEMBL3301627,TENAPANOR HYDROCHLORIDE,0.1909,0.2473,0.2788,-0.0879,False
CHEMBL517,DISOPYRAMIDE,0.1957,0.3125,0.2836,-0.0879,False
CHEMBL481,IRINOTECAN,0.2018,0.2818,0.2897,-0.0879,False
CHEMBL701,BACLOFEN,0.1528,0.2917,0.2407,-0.088,False
CHEMBL2103854,OMADACYCLINE TOSYLATE,0.1269,0.1712,0.215,-0.0881,False
CHEMBL4594350,ADAGRASIB,0.1667,0.2342,0.2547,-0.0881,False
CHEMBL64,ISONIAZID,0.1711,0.2727,0.2593,-0.0882,False
CHEMBL1200870,TIMOLOL MALEATE,0.1868,0.2759,0.275,-0.0882,False
CHEMBL41355,EZOGABINE,0.2118,0.2973,0.3,-0.0882,False
CHEMBL1689063,AVIBACTAM,0.1375,0.2113,0.2258,-0.0883,False
CHEMBL1631694,FEXINIDAZOLE,0.1875,0.2192,0.2759,-0.0884,False
CHEMBL1514,LEVOMETHADYL ACETATE,0.1875,0.2273,0.2759,-0.0884,False
CHEMBL2359670,THIETHYLPERAZINE MALATE,0.2165,0.2667,0.3049,-0.0884,False
CHEMBL406393,DEOXYCHOLIC ACID,0.125,0.1868,0.2135,-0.0885,False
CHEMBL495,ALPROSTADIL,0.1515,0.1505,0.24,-0.0885,False
CHEMBL21536,XANOMELINE,0.1573,0.1852,0.2459,-0.0886,False
CHEMBL1200483,PHENMETRAZINE HYDROCHLORIDE,0.1528,0.2295,0.2414,-0.0886,False
CHEMBL654,MIRTAZAPINE,0.2099,0.1974,0.2985,-0.0886,False
CHEMBL3989909,LENIOLISIB PHOSPHATE,0.2072,0.2569,0.2959,-0.0887,False
CHEMBL684,DIETHYLCARBAMAZINE,0.197,0.2535,0.2857,-0.0887,False
CHEMBL3833350,MAGALDRATE,0.0395,0.0625,0.1282,-0.0887,False
CHEMBL247951,PEMAFIBRATE,0.2308,0.2727,0.3194,-0.0887,False
CHEMBL2096650,SODIUM THIOSULFATE,0.0395,0.0667,0.1282,-0.0887,False
CHEMBL1200936,PENICILLIN G PROCAINE,0.1869,0.2667,0.2759,-0.0889,False
CHEMBL3304485,TENAPANOR,0.1927,0.25,0.2816,-0.0889,False
CHEMBL315795,CLOMETHIAZOLE,0.1111,0.1471,0.2,-0.0889,False
CHEMBL1350,TILUDRONIC ACID,0.1268,0.2553,0.2157,-0.0889,False
CHEMBL95,TACRINE,0.1571,0.2381,0.2462,-0.089,False
CHEMBL4535757,SOTORASIB,0.1966,0.2018,0.2857,-0.0891,False
CHEMBL1169,AMINOSALICYLIC ACID,0.1389,0.1746,0.2281,-0.0892,False
CHEMBL1256958,EPINEPHRINE BITARTRATE,0.1429,0.2429,0.2321,-0.0893,False
CHEMBL1292,CLOFAZIMINE,0.172,0.3218,0.2614,-0.0893,False
CHEMBL2105527,TETRAZEPAM,0.186,0.2179,0.2754,-0.0893,False
CHEMBL1900528,TIOTROPIUM,0.1573,0.1899,0.2466,-0.0893,False
CHEMBL1200833,DIPIVEFRIN HYDROCHLORIDE,0.1494,0.2133,0.2388,-0.0894,False
CHEMBL5315125,DUVELISIB MONOHYDRATE,0.1633,0.2472,0.2527,-0.0895,False
CHEMBL92401,IPRONIAZID,0.1605,0.2679,0.25,-0.0895,False
CHEMBL2062163,PHENDIMETRAZINE TARTRATE,0.2169,0.2537,0.3065,-0.0896,False
CHEMBL3184986,ZINC ACETATE,0.0769,0.1034,0.1667,-0.0897,False
CHEMBL1200804,DICLOFENAC POTASSIUM,0.141,0.2078,0.2308,-0.0897,False
CHEMBL4594395,POTASSIUM OXYBATE,0.0725,0.1224,0.1622,-0.0897,False
CHEMBL4594394,MAGNESIUM OXYBATE,0.0725,0.1224,0.1622,-0.0897,False
CHEMBL1201233,METHYLDOPATE,0.1667,0.2286,0.2564,-0.0897,False
CHEMBL1034,DICLOFENAC SODIUM,0.141,0.2078,0.2308,-0.0897,False
CHEMBL3989858,MAGNESIUM ACETATE TETRAHYDRATE,0.0769,0.1034,0.1667,-0.0897,False
CHEMBL1200682,SODIUM OXYBATE,0.0725,0.1224,0.1622,-0.0897,False
CHEMBL4594393,CALCIUM OXYBATE,0.0725,0.1343,0.1622,-0.0897,False
CHEMBL956,SUPROFEN,0.1446,0.2206,0.2344,-0.0898,False
CHEMBL139,DICLOFENAC,0.16,0.2133,0.25,-0.09,False
CHEMBL12856,INAMRINONE,0.1395,0.2273,0.2295,-0.09,False
CHEMBL45029,MEPHOBARBITAL,0.16,0.209,0.25,-0.09,False
CHEMBL408403,ANGIOTENSIN II,0.1929,0.3472,0.2829,-0.0901,False
CHEMBL1201142,RASAGILINE MESYLATE,0.1786,0.2353,0.2687,-0.0901,False
CHEMBL1254682,LEVALLORPHAN,0.1667,0.1852,0.2568,-0.0901,False
CHEMBL2165326,APROCITENTAN,0.1333,0.2192,0.2235,-0.0902,False
CHEMBL6068400,GIVINOSTAT HYDROCHLORIDE,0.2045,0.3636,0.2949,-0.0903,False
CHEMBL2107067,TESTOSTERONE UNDECANOATE,0.1414,0.1828,0.2317,-0.0903,False
CHEMBL1200946,NANDROLONE DECANOATE,0.1414,0.1835,0.2317,-0.0903,False
CHEMBL296913,PARECOXIB SODIUM,0.1685,0.2152,0.2588,-0.0903,False
CHEMBL1200335,TESTOSTERONE ENANTHATE,0.1414,0.1828,0.2317,-0.0903,False
CHEMBL1628385,PROCAINE BENZYLPENICILLIN,0.1887,0.2697,0.2791,-0.0904,False
CHEMBL1599,CEPHAPIRIN,0.1869,0.2151,0.2773,-0.0904,False
CHEMBL3989569,IBANDRONATE SODIUM,0.12,0.1467,0.2105,-0.0905,False
CHEMBL932,DIPYRIDAMOLE,0.1216,0.2059,0.2121,-0.0905,False
CHEMBL3188993,QUETIAPINE FUMARATE,0.1895,0.2381,0.28,-0.0905,False
CHEMBL3039502,DUVELISIB,0.1649,0.25,0.2556,-0.0906,False
CHEMBL2110367,TRIMETHOPRIM SULFATE,0.1807,0.2209,0.2714,-0.0907,False
CHEMBL1201208,PHENMETRAZINE,0.1549,0.2333,0.2456,-0.0907,False
CHEMBL1201345,TETRADECYL SULFURIC ACID,0.1222,0.1299,0.2131,-0.0909,False
CHEMBL1200541,AMBENONIUM CHLORIDE,0.1591,0.2179,0.25,-0.0909,False
CHEMBL18116,TOLOXATONE,0.2179,0.2571,0.3088,-0.0909,False
CHEMBL3989868,TUCATINIB,0.1376,0.2277,0.2286,-0.091,False
CHEMBL599,MELOXICAM,0.1443,0.2099,0.2353,-0.091,False
CHEMBL1199080,BRETYLIUM,0.1053,0.1528,0.1964,-0.0912,False
CHEMBL3544908,AZATADINE MALEATE,0.2118,0.2338,0.303,-0.0913,False
CHEMBL523299,UMECLIDINIUM BROMIDE,0.1786,0.2195,0.2698,-0.0913,False
CHEMBL1201262,DIPIVEFRIN,0.1512,0.2162,0.2424,-0.0913,False
CHEMBL53418,DANTHRON,0.1127,0.1449,0.2041,-0.0914,False
CHEMBL652,FLECAINIDE,0.2211,0.2785,0.3125,-0.0914,False
CHEMBL1200339,PHENYLEPHRINE HYDROCHLORIDE,0.1486,0.2239,0.24,-0.0914,False
CHEMBL1201785,HEXAMINOLEVULINATE HYDROCHLORIDE,0.1149,0.1644,0.2063,-0.0914,False
CHEMBL2107554,SODIUM DIBUNATE,0.119,0.1972,0.2105,-0.0915,False
CHEMBL1486,TENOFOVIR DISOPROXIL FUMARATE,0.125,0.172,0.2165,-0.0915,False
CHEMBL605,PROCAINAMIDE HYDROCHLORIDE,0.2368,0.5652,0.3284,-0.0915,False
CHEMBL1200448,TILUDRONATE DISODIUM,0.1216,0.24,0.2131,-0.0915,False
CHEMBL6068332,TENOFOVIR DISOPROXIL MALEATE,0.125,0.172,0.2165,-0.0915,False
CHEMBL1308,FOMEPIZOLE,0.1045,0.1296,0.1961,-0.0916,False
CHEMBL3833408,MAGALDRATE ANHYDROUS,0.04,0.0635,0.1316,-0.0916,False
CHEMBL1618,CEFAMANDOLE NAFATE,0.2051,0.1981,0.2969,-0.0917,False
CHEMBL1224,ACRIVASTINE,0.2024,0.3026,0.2941,-0.0917,False
CHEMBL1201303,PYRVINIUM,0.1444,0.1977,0.2361,-0.0917,False
CHEMBL1201261,TYROPANOIC ACID,0.1304,0.2297,0.2222,-0.0918,False
CHEMBL1200868,PHENYL AMINOSALICYLATE,0.169,0.2121,0.2609,-0.0919,False
CHEMBL459,METHYLDOPA,0.1618,0.2273,0.254,-0.0922,False
CHEMBL2096642,INAMRINONE LACTATE,0.1765,0.2432,0.2687,-0.0922,False
CHEMBL625,THIABENDAZOLE,0.1875,0.2,0.28,-0.0925,False
CHEMBL1200928,ZINC ACETATE ANHYDROUS,0.0781,0.1053,0.1707,-0.0926,False
CHEMBL1200800,CALCIUM ACETATE,0.0781,0.125,0.1707,-0.0926,False
CHEMBL1354,SODIUM ACETATE,0.0781,0.1207,0.1707,-0.0926,False
CHEMBL1200691,MAGNESIUM ACETATE,0.0781,0.1053,0.1707,-0.0926,False
CHEMBL1201058,POTASSIUM ACETATE,0.0781,0.1053,0.1707,-0.0926,False
CHEMBL1201015,ALUMINUM ACETATE,0.0781,0.1053,0.1707,-0.0926,False
CHEMBL1200769,TRIPELENNAMINE CITRATE,0.2024,0.274,0.2951,-0.0927,False
CHEMBL4297216,FEDRATINIB HYDROCHLORIDE,0.233,0.3222,0.3258,-0.0928,False
CHEMBL1703,METFORMIN HYDROCHLORIDE,0.0704,0.1053,0.1633,-0.0928,False
CHEMBL316561,PROGLUMIDE,0.1829,0.3065,0.2759,-0.0929,False
CHEMBL1026,FENOLDOPAM MESYLATE,0.1348,0.2209,0.2277,-0.0929,False
CHEMBL1539,SULFADOXINE,0.1341,0.1829,0.2273,-0.0931,False
CHEMBL905,RIZATRIPTAN,0.1771,0.2048,0.2703,-0.0932,False
CHEMBL4303288,ABACAVIR SULFATE,0.1443,0.2069,0.2375,-0.0932,False
CHEMBL1213492,GIVINOSTAT,0.2093,0.375,0.3026,-0.0933,False
CHEMBL1200444,PIRBUTEROL ACETATE,0.1429,0.2143,0.2361,-0.0933,False
CHEMBL1963681,AVANAFIL,0.2667,0.3474,0.36,-0.0933,False
CHEMBL640,PROCAINAMIDE,0.24,0.5778,0.3333,-0.0933,False
CHEMBL1200330,PILOCARPINE HYDROCHLORIDE,0.1566,0.2471,0.25,-0.0934,False
CHEMBL1201784,HEXAMINOLEVULINATE,0.1163,0.1667,0.2097,-0.0934,False
CHEMBL1200329,TIZANIDINE HYDROCHLORIDE,0.1149,0.1951,0.2083,-0.0934,False
CHEMBL1519,TRANDOLAPRIL,0.2022,0.2683,0.2958,-0.0935,False
CHEMBL1187833,UMECLIDINIUM,0.1807,0.2222,0.2742,-0.0935,False
CHEMBL2028663,DABRAFENIB,0.1193,0.1856,0.2128,-0.0935,False
CHEMBL1200799,TRAVOPROST,0.1638,0.2476,0.2574,-0.0936,False
CHEMBL1542,AZATHIOPRINE,0.1064,0.1522,0.2,-0.0936,False
CHEMBL3643413,LENIOLISIB,0.215,0.2667,0.3085,-0.0936,False
CHEMBL2105689,LULICONAZOLE,0.1505,0.2045,0.2442,-0.0936,False
CHEMBL455,SULFACETAMIDE,0.1644,0.1746,0.2581,-0.0937,False
CHEMBL1200710,CLOMIPRAMINE HYDROCHLORIDE,0.2179,0.2692,0.3117,-0.0937,False
CHEMBL964,DISULFIRAM,0.1286,0.1207,0.2222,-0.0937,False
CHEMBL2105717,CABOZANTINIB,0.2151,0.3038,0.3088,-0.0938,False
CHEMBL3989850,ECAMSULE,0.1461,0.1923,0.24,-0.0939,False
CHEMBL1652,AMBENONIUM,0.1609,0.2208,0.2549,-0.094,False
CHEMBL2303621,DACLATASVIR DIHYDROCHLORIDE,0.2022,0.2529,0.2963,-0.094,False
CHEMBL1760,TERBUTALINE,0.1216,0.1714,0.2157,-0.0941,False
CHEMBL1215,PHENYLEPHRINE,0.1507,0.2273,0.2449,-0.0942,False
CHEMBL1568057,METAPROTERENOL SULFATE,0.1299,0.2113,0.2241,-0.0943,False
CHEMBL1201061,LEVALBUTEROL HYDROCHLORIDE,0.1279,0.1688,0.2222,-0.0943,False
CHEMBL550348,DEFERASIROX,0.1625,0.2121,0.2568,-0.0943,False
CHEMBL238804,SELEXIPAG,0.1828,0.2973,0.2771,-0.0943,False
CHEMBL1200941,THIAMINE HYDROCHLORIDE,0.1,0.1375,0.1944,-0.0944,False
CHEMBL1200374,EXEMESTANE,0.1236,0.131,0.2179,-0.0944,False
CHEMBL1289926,AXITINIB,0.1327,0.191,0.2273,-0.0946,False
CHEMBL3989857,MAGNESIUM SULFATE,0.0405,0.0645,0.1351,-0.0946,False
CHEMBL4297212,SOLRIAMFETOL HYDROCHLORIDE,0.1781,0.2258,0.2727,-0.0946,False
CHEMBL3989856,SODIUM SULFATE,0.0405,0.0645,0.1351,-0.0946,False
CHEMBL3989478,THIETHYLPERAZINE MALEATE,0.2258,0.2644,0.3205,-0.0947,False
CHEMBL550,PILOCARPINE,0.1585,0.25,0.2533,-0.0948,False
CHEMBL1200712,EVANS BLUE,0.1319,0.1705,0.2267,-0.0948,False
CHEMBL1079,TIZANIDINE,0.1163,0.1975,0.2113,-0.095,False
CHEMBL415,CLOMIPRAMINE,0.2208,0.2727,0.3158,-0.095,False
CHEMBL1200748,CARBIDOPA,0.1625,0.2319,0.2576,-0.0951,False
CHEMBL1200836,OXICONAZOLE NITRATE,0.165,0.25,0.2603,-0.0952,False
CHEMBL1200370,BENZOYL PEROXIDE,0.1667,0.2245,0.2619,-0.0952,False
CHEMBL1450,ATOVAQUONE,0.2267,0.2969,0.322,-0.0954,False
CHEMBL289480,RILMENIDINE,0.0986,0.1449,0.194,-0.0954,False
CHEMBL628,PENTOXIFYLLINE,0.1705,0.2308,0.2658,-0.0954,False
CHEMBL1418176,METHANDROSTENOLONE,0.1446,0.1463,0.24,-0.0954,False
CHEMBL2023898,DACLATASVIR,0.2045,0.2558,0.3,-0.0955,False
CHEMBL3545185,SELINEXOR,0.1782,0.2439,0.2737,-0.0955,False
CHEMBL636,RIVASTIGMINE,0.1772,0.28,0.2727,-0.0955,False
CHEMBL3545183,ETELCALCETIDE HYDROCHLORIDE,0.1078,0.2824,0.2035,-0.0956,False
CHEMBL1287853,FEDRATINIB,0.2376,0.3295,0.3333,-0.0957,False
CHEMBL1200521,ALMOTRIPTAN MALATE,0.1809,0.2346,0.2766,-0.0957,False
CHEMBL1200402,AMLODIPINE BESYLATE,0.1683,0.2182,0.2642,-0.0958,False
CHEMBL3545184,ETELCALCETIDE,0.1089,0.2857,0.2047,-0.0958,False
CHEMBL4297412,PAFOLACIANINE,0.142,0.1871,0.2378,-0.0959,False
CHEMBL2107726,ARIMOCLOMOL,0.2105,0.2143,0.3065,-0.0959,False
CHEMBL2336050,XANOMELINE TARTRATE,0.1649,0.2045,0.2609,-0.0959,False
CHEMBL103,PROGESTERONE,0.1348,0.1596,0.2308,-0.0959,False
CHEMBL4594383,PAFOLACIANINE SODIUM,0.142,0.1871,0.2378,-0.0959,False
CHEMBL4279047,VORASIDENIB,0.1183,0.2034,0.2143,-0.096,False
CHEMBL1201346,BALSALAZIDE,0.2024,0.2759,0.2985,-0.0961,False
CHEMBL1017,TELMISARTAN,0.1881,0.3085,0.2842,-0.0961,False
CHEMBL2010601,IVACAFTOR,0.1579,0.1932,0.254,-0.0961,False
CHEMBL1588,THIAMINE,0.1011,0.1392,0.1972,-0.0961,False
CHEMBL1200530,CEFOXITIN SODIUM,0.1509,0.2165,0.2472,-0.0962,False
CHEMBL1740513,ISAXONINE,0.1154,0.1833,0.2115,-0.0962,False
